angle,ldr0,ldr1,ldr2,ldr3,ldr4,ldr5
65.0,466.0,81.0,4.0,12.0,56.0,9.0
65.0,386.0,102.0,4.0,12.0,66.0,9.0
65.0,385.0,99.0,4.0,12.0,64.0,10.0
65.0,385.0,99.0,4.0,12.0,64.0,10.0
65.0,385.0,99.0,4.0,12.0,64.0,9.0
65.0,386.0,99.0,4.0,12.0,64.0,9.0
65.0,385.0,99.0,4.0,12.0,65.0,9.0
65.0,385.0,100.0,4.0,12.0,64.0,10.0
65.0,385.0,99.0,4.0,12.0,64.0,9.0
65.0,385.0,99.0,4.0,12.0,64.0,9.0
65.0,385.0,100.0,4.0,13.0,64.0,9.0
65.0,385.0,99.0,4.0,12.0,65.0,10.0
65.0,385.0,100.0,3.0,12.0,64.0,10.0
65.0,385.0,99.0,4.0,12.0,65.0,9.0
65.0,384.0,99.0,4.0,12.0,64.0,9.0
70.0,388.0,175.0,4.0,13.0,115.0,10.0
70.0,396.0,252.0,5.0,14.0,150.0,9.0
70.0,397.0,252.0,4.0,14.0,155.0,10.0
70.0,396.0,252.0,4.0,14.0,152.0,10.0
70.0,395.0,253.0,4.0,14.0,152.0,9.0
70.0,396.0,252.0,4.0,15.0,151.0,9.0
70.0,395.0,253.0,4.0,14.0,152.0,9.0
70.0,396.0,252.0,4.0,14.0,151.0,9.0
70.0,395.0,252.0,5.0,14.0,152.0,9.0
70.0,395.0,252.0,4.0,14.0,152.0,9.0
70.0,395.0,252.0,4.0,14.0,152.0,9.0
70.0,396.0,253.0,4.0,14.0,152.0,9.0
70.0,396.0,252.0,4.0,13.0,152.0,9.0
70.0,395.0,252.0,4.0,14.0,151.0,9.0
70.0,396.0,252.0,4.0,14.0,152.0,10.0
70.0,396.0,252.0,4.0,14.0,152.0,10.0
75.0,400.0,265.0,4.0,15.0,177.0,9.0
75.0,398.0,300.0,4.0,10.0,199.0,9.0
75.0,396.0,320.0,4.0,17.0,208.0,9.0
75.0,396.0,319.0,4.0,17.0,208.0,10.0
75.0,396.0,319.0,4.0,17.0,208.0,9.0
75.0,396.0,319.0,4.0,17.0,208.0,9.0
75.0,395.0,319.0,4.0,17.0,208.0,9.0
75.0,395.0,319.0,4.0,17.0,208.0,9.0
75.0,396.0,319.0,5.0,17.0,208.0,9.0
75.0,396.0,319.0,4.0,17.0,208.0,10.0
75.0,396.0,319.0,4.0,17.0,209.0,9.0
75.0,396.0,319.0,4.0,16.0,208.0,10.0
75.0,396.0,320.0,4.0,17.0,208.0,9.0
75.0,395.0,319.0,4.0,17.0,208.0,9.0
75.0,396.0,319.0,4.0,16.0,208.0,9.0
75.0,396.0,319.0,4.0,17.0,208.0,9.0
80.0,385.0,406.0,4.0,63.0,276.0,8.0
80.0,373.0,533.0,5.0,21.0,324.0,8.0
80.0,370.0,569.0,5.0,21.0,329.0,8.0
80.0,369.0,563.0,5.0,22.0,329.0,8.0
80.0,369.0,564.0,5.0,22.0,328.0,8.0
80.0,369.0,563.0,5.0,22.0,328.0,8.0
80.0,369.0,562.0,5.0,22.0,328.0,8.0
80.0,370.0,561.0,4.0,22.0,327.0,8.0
80.0,369.0,561.0,5.0,22.0,327.0,8.0
80.0,369.0,562.0,5.0,21.0,328.0,8.0
80.0,369.0,562.0,4.0,22.0,328.0,8.0
80.0,369.0,562.0,5.0,22.0,328.0,8.0
80.0,369.0,563.0,5.0,22.0,327.0,8.0
80.0,369.0,564.0,5.0,22.0,328.0,8.0
80.0,370.0,563.0,4.0,21.0,328.0,7.0
80.0,369.0,563.0,5.0,21.0,328.0,8.0
85.0,435.0,755.0,5.0,24.0,412.0,33.0
85.0,343.0,747.0,16.0,27.0,507.0,7.0
85.0,243.0,808.0,5.0,29.0,611.0,8.0
85.0,235.0,810.0,5.0,28.0,601.0,8.0
85.0,240.0,809.0,4.0,28.0,601.0,8.0
85.0,240.0,809.0,6.0,29.0,601.0,8.0
85.0,240.0,808.0,5.0,28.0,601.0,8.0
85.0,240.0,809.0,5.0,28.0,601.0,7.0
85.0,240.0,808.0,6.0,28.0,601.0,7.0
85.0,240.0,808.0,5.0,28.0,600.0,8.0
85.0,240.0,808.0,5.0,28.0,600.0,8.0
85.0,240.0,809.0,5.0,28.0,601.0,7.0
85.0,240.0,809.0,5.0,28.0,601.0,8.0
85.0,240.0,808.0,5.0,28.0,601.0,8.0
85.0,240.0,809.0,5.0,28.0,601.0,7.0
85.0,240.0,808.0,6.0,28.0,601.0,8.0
90.0,199.0,914.0,29.0,31.0,686.0,6.0
90.0,59.0,843.0,5.0,34.0,894.0,8.0
90.0,29.0,828.0,5.0,50.0,839.0,8.0
90.0,22.0,815.0,5.0,36.0,860.0,8.0
90.0,22.0,812.0,5.0,36.0,859.0,8.0
90.0,22.0,813.0,6.0,37.0,860.0,8.0
90.0,21.0,812.0,6.0,37.0,860.0,8.0
90.0,21.0,813.0,6.0,37.0,859.0,7.0
90.0,21.0,812.0,5.0,37.0,860.0,7.0
90.0,22.0,812.0,5.0,36.0,861.0,7.0
90.0,21.0,813.0,6.0,37.0,861.0,7.0
90.0,22.0,812.0,6.0,37.0,861.0,7.0
90.0,22.0,813.0,5.0,36.0,861.0,8.0
90.0,21.0,812.0,5.0,37.0,860.0,8.0
90.0,22.0,813.0,6.0,37.0,860.0,8.0
90.0,22.0,813.0,5.0,37.0,860.0,7.0
95.0,22.0,897.0,29.0,42.0,951.0,8.0
95.0,71.0,745.0,5.0,47.0,960.0,8.0
95.0,3.0,751.0,5.0,50.0,924.0,8.0
95.0,3.0,751.0,6.0,49.0,930.0,8.0
95.0,4.0,751.0,5.0,50.0,930.0,8.0
95.0,4.0,750.0,5.0,50.0,930.0,8.0
95.0,4.0,750.0,5.0,49.0,928.0,8.0
95.0,4.0,750.0,5.0,50.0,930.0,8.0
95.0,4.0,751.0,5.0,50.0,930.0,8.0
95.0,4.0,750.0,5.0,49.0,930.0,8.0
95.0,4.0,751.0,5.0,50.0,930.0,8.0
95.0,3.0,750.0,5.0,49.0,928.0,8.0
95.0,4.0,751.0,6.0,49.0,930.0,8.0
95.0,4.0,751.0,6.0,50.0,929.0,8.0
95.0,4.0,751.0,6.0,50.0,929.0,8.0
95.0,4.0,751.0,5.0,49.0,930.0,7.0
100.0,4.0,784.0,5.0,4.0,767.0,36.0
100.0,3.0,818.0,27.0,61.0,755.0,12.0
100.0,3.0,834.0,5.0,67.0,747.0,16.0
100.0,2.0,834.0,5.0,67.0,747.0,16.0
100.0,2.0,835.0,5.0,67.0,747.0,16.0
100.0,3.0,834.0,5.0,67.0,747.0,16.0
100.0,2.0,835.0,5.0,67.0,747.0,15.0
100.0,2.0,835.0,5.0,67.0,748.0,16.0
100.0,3.0,835.0,5.0,67.0,747.0,16.0
100.0,3.0,834.0,5.0,67.0,747.0,16.0
100.0,3.0,835.0,5.0,67.0,747.0,15.0
100.0,3.0,834.0,5.0,67.0,747.0,15.0
100.0,3.0,834.0,4.0,67.0,747.0,16.0
100.0,2.0,834.0,4.0,66.0,748.0,15.0
100.0,3.0,834.0,5.0,67.0,748.0,16.0
100.0,3.0,834.0,5.0,67.0,747.0,16.0
105.0,23.0,917.0,4.0,73.0,830.0,76.0
105.0,2.0,799.0,24.0,84.0,927.0,90.0
105.0,22.0,741.0,5.0,87.0,972.0,138.0
105.0,2.0,711.0,5.0,86.0,970.0,145.0
105.0,2.0,715.0,5.0,86.0,970.0,146.0
105.0,2.0,715.0,5.0,87.0,970.0,145.0
105.0,1.0,715.0,5.0,86.0,970.0,145.0
105.0,2.0,715.0,5.0,86.0,970.0,145.0
105.0,2.0,714.0,4.0,86.0,970.0,145.0
105.0,2.0,715.0,5.0,86.0,970.0,145.0
105.0,2.0,714.0,5.0,87.0,970.0,145.0
105.0,1.0,713.0,4.0,87.0,971.0,145.0
105.0,2.0,715.0,4.0,86.0,971.0,145.0
105.0,2.0,714.0,5.0,86.0,970.0,145.0
105.0,2.0,715.0,4.0,86.0,970.0,146.0
105.0,2.0,714.0,5.0,86.0,971.0,145.0
110.0,2.0,611.0,4.0,85.0,921.0,267.0
110.0,22.0,489.0,3.0,81.0,885.0,306.0
110.0,1.0,399.0,4.0,117.0,843.0,320.0
110.0,2.0,393.0,4.0,79.0,844.0,320.0
110.0,2.0,393.0,4.0,78.0,844.0,319.0
110.0,1.0,392.0,4.0,79.0,843.0,319.0
110.0,2.0,393.0,3.0,78.0,843.0,319.0
110.0,2.0,393.0,4.0,78.0,843.0,319.0
110.0,2.0,393.0,4.0,78.0,844.0,319.0
110.0,2.0,393.0,4.0,79.0,844.0,320.0
110.0,2.0,393.0,4.0,79.0,844.0,319.0
110.0,2.0,393.0,3.0,79.0,843.0,319.0
110.0,1.0,393.0,3.0,79.0,843.0,319.0
110.0,2.0,393.0,4.0,79.0,843.0,319.0
110.0,3.0,393.0,4.0,79.0,844.0,319.0
110.0,2.0,393.0,3.0,79.0,844.0,319.0
115.0,2.0,338.0,3.0,75.0,686.0,365.0
115.0,3.0,309.0,2.0,77.0,506.0,392.0
115.0,2.0,294.0,3.0,59.0,455.0,401.0
115.0,2.0,293.0,20.0,59.0,456.0,401.0
115.0,7.0,293.0,3.0,59.0,456.0,401.0
115.0,2.0,293.0,2.0,61.0,456.0,401.0
115.0,3.0,293.0,3.0,58.0,457.0,494.0
115.0,2.0,293.0,6.0,59.0,457.0,401.0
115.0,2.0,293.0,3.0,59.0,456.0,401.0
115.0,2.0,293.0,2.0,59.0,456.0,401.0
115.0,2.0,293.0,3.0,59.0,456.0,414.0
115.0,2.0,293.0,4.0,58.0,456.0,401.0
115.0,2.0,293.0,3.0,59.0,456.0,401.0
115.0,2.0,356.0,2.0,59.0,456.0,401.0
115.0,2.0,292.0,3.0,58.0,456.0,401.0
115.0,3.0,293.0,2.0,59.0,456.0,401.0
120.0,3.0,275.0,3.0,51.0,411.0,524.0
120.0,2.0,268.0,30.0,49.0,392.0,457.0
120.0,2.0,258.0,16.0,48.0,466.0,516.0
120.0,22.0,243.0,2.0,47.0,369.0,591.0
120.0,3.0,196.0,3.0,55.0,366.0,604.0
120.0,2.0,232.0,3.0,46.0,366.0,727.0
120.0,2.0,232.0,18.0,46.0,366.0,606.0
120.0,2.0,232.0,3.0,46.0,453.0,606.0
120.0,3.0,296.0,2.0,46.0,366.0,606.0
120.0,3.0,232.0,3.0,46.0,366.0,606.0
120.0,3.0,232.0,3.0,46.0,366.0,605.0
120.0,3.0,232.0,3.0,46.0,451.0,606.0
120.0,19.0,232.0,3.0,46.0,366.0,606.0
120.0,3.0,232.0,3.0,79.0,366.0,606.0
120.0,3.0,232.0,3.0,46.0,366.0,719.0
120.0,2.0,232.0,23.0,46.0,366.0,606.0
125.0,26.0,207.0,3.0,42.0,320.0,880.0
125.0,3.0,100.0,95.0,40.0,189.0,751.0
125.0,3.0,66.0,3.0,37.0,187.0,748.0
125.0,0.0,88.0,3.0,37.0,130.0,748.0
125.0,2.0,55.0,3.0,36.0,129.0,882.0
125.0,3.0,54.0,23.0,37.0,130.0,748.0
125.0,4.0,54.0,3.0,36.0,129.0,749.0
125.0,2.0,54.0,2.0,68.0,129.0,748.0
125.0,3.0,52.0,3.0,36.0,126.0,747.0
125.0,3.0,52.0,2.0,36.0,173.0,747.0
125.0,3.0,86.0,3.0,36.0,126.0,748.0
125.0,3.0,52.0,2.0,36.0,126.0,883.0
125.0,4.0,51.0,23.0,36.0,125.0,747.0
125.0,4.0,50.0,3.0,36.0,122.0,747.0
125.0,4.0,49.0,3.0,67.0,123.0,747.0
125.0,3.0,50.0,2.0,36.0,122.0,746.0
130.0,4.0,14.0,3.0,32.0,27.0,803.0
130.0,5.0,6.0,63.0,28.0,12.0,539.0
130.0,8.0,3.0,2.0,26.0,11.0,496.0
130.0,9.0,3.0,2.0,27.0,11.0,506.0
130.0,9.0,4.0,2.0,27.0,11.0,507.0
130.0,9.0,4.0,2.0,26.0,11.0,507.0
130.0,9.0,4.0,2.0,27.0,11.0,507.0
130.0,9.0,4.0,2.0,26.0,11.0,507.0
130.0,8.0,3.0,2.0,27.0,11.0,507.0
130.0,9.0,3.0,2.0,27.0,11.0,507.0
130.0,9.0,4.0,3.0,27.0,11.0,507.0
130.0,9.0,3.0,2.0,27.0,11.0,507.0
130.0,9.0,4.0,2.0,26.0,11.0,507.0
130.0,9.0,4.0,2.0,27.0,11.0,507.0
130.0,9.0,3.0,2.0,27.0,11.0,507.0
130.0,8.0,4.0,2.0,27.0,11.0,507.0
135.0,8.0,3.0,2.0,52.0,7.0,446.0
135.0,9.0,1.0,2.0,23.0,3.0,453.0
135.0,9.0,1.0,2.0,21.0,2.0,470.0
135.0,8.0,0.0,2.0,21.0,1.0,471.0
135.0,8.0,1.0,2.0,21.0,3.0,471.0
135.0,8.0,1.0,2.0,21.0,2.0,470.0
135.0,8.0,1.0,2.0,21.0,2.0,471.0
135.0,8.0,0.0,2.0,21.0,2.0,471.0
135.0,9.0,0.0,2.0,21.0,2.0,471.0
135.0,9.0,1.0,2.0,21.0,2.0,471.0
135.0,9.0,1.0,2.0,20.0,2.0,471.0
135.0,8.0,0.0,2.0,21.0,2.0,471.0
135.0,9.0,0.0,2.0,21.0,2.0,470.0
135.0,8.0,0.0,2.0,21.0,2.0,471.0
135.0,8.0,1.0,1.0,21.0,2.0,471.0
135.0,8.0,1.0,2.0,21.0,2.0,471.0
140.0,6.0,1.0,0.0,19.0,32.0,515.0
140.0,8.0,22.0,2.0,17.0,3.0,499.0
140.0,5.0,1.0,2.0,16.0,3.0,496.0
140.0,5.0,1.0,2.0,16.0,3.0,497.0
140.0,6.0,1.0,2.0,16.0,3.0,497.0
140.0,6.0,1.0,2.0,16.0,4.0,498.0
140.0,6.0,1.0,2.0,16.0,3.0,497.0
140.0,5.0,1.0,2.0,16.0,3.0,497.0
140.0,6.0,1.0,2.0,17.0,3.0,497.0
140.0,6.0,1.0,2.0,17.0,3.0,497.0
140.0,6.0,1.0,2.0,16.0,3.0,497.0
140.0,6.0,2.0,3.0,16.0,3.0,497.0
140.0,5.0,1.0,2.0,16.0,3.0,497.0
140.0,6.0,2.0,2.0,17.0,3.0,498.0
140.0,5.0,1.0,2.0,16.0,3.0,497.0
140.0,5.0,1.0,2.0,16.0,3.0,497.0
